id,trait,trait_label
"23d94d30-027b-11ed-8000-010000000000","kiwi","Kiwi"
"23d9e970-027b-11ed-8000-010000000000","mango","Mango"
"23da5ea0-027b-11ed-8000-010000000000","dot","Dot"
"23dc3360-027b-11ed-8000-010000000000","ananas","Ananas"
"23dd92f0-027b-11ed-8000-010000000000","melon","Melon"
"23de2f30-027b-11ed-8000-010000000000","blood","Blood"
"23e0ee50-027b-11ed-8000-010000000000","lava","Lava"
"23e16380-027b-11ed-8000-010000000000","honeydew","Honeydew"
"23e449b0-027b-11ed-8000-010000000000","swirl","Swirl"
"23e61e70-027b-11ed-8000-010000000000","ice","Ice"
"23e904a0-027b-11ed-8000-010000000000","tweezers","Tweezers"
"23eed100-027b-11ed-8000-010000000000","poka","Poka"
"23f33dd0-027b-11ed-8000-010000000000","twinky","Twinky"
"23f3da10-027b-11ed-8000-010000000000","grape","Grape"
"23f69930-027b-11ed-8000-010000000000","freez","Freez"
"23f70e60-027b-11ed-8000-010000000000","pine","Pine"
"23f81fd0-027b-11ed-8000-010000000000","mulberry","Mulberry"
"23f89500-027b-11ed-8000-010000000000","blueberry","Blueberry"
"24028010-027b-11ed-8000-010000000000","lychee","Lychee"
"2403dfa0-027b-11ed-8000-010000000000","jamun","Jamun"
"240b80c0-027b-11ed-8000-010000000000","dragon","Dragon"
"24123780-027b-11ed-8000-010000000000","ape","Ape"
"2416f270-027b-11ed-8000-010000000000","traffic","Traffic"
"2429de30-027b-11ed-8000-010000000000","peal","Peal"
"24463fd0-027b-11ed-8000-010000000000","apple","Apple"
"24a6af50-027b-11ed-8000-010000000000","jujubes","Jujubes"
"24ca8b00-027b-11ed-8000-010000000000","whisk","Whisk"
"24e4c9c0-027b-11ed-8000-010000000000","jackfruit","Jackfruit"
"77d90e20-027b-11ed-8000-010000000000","mount-torus","Mount Torus"
"77de3e40-027b-11ed-8000-010000000000","banana-torus","Banana Torus"
"77deda80-027b-11ed-8000-010000000000","pine-cube","Pine Cube"
"77e40aa0-027b-11ed-8000-010000000000","ananas-torus","Ananas Torus"
"77e85060-027b-11ed-8000-010000000000","freez-cube","Freez Cube"
"77ec20f0-027b-11ed-8000-010000000000","twinky-rhomboid","Twinky Rhomboid"
"77f792a0-027b-11ed-8000-010000000000","dot-icosahedron","Dot Icosahedron"
"77fc4d90-027b-11ed-8000-010000000000","pine-torus","Pine Torus"
"77febe90-027b-11ed-8000-010000000000","ape-cube","Ape Cube"
"7803eeb0-027b-11ed-8000-010000000000","traffic-cube","Traffic Cube"
"7806d4e0-027b-11ed-8000-010000000000","range-rhomboid","Range Rhomboid"
"780b1aa0-027b-11ed-8000-010000000000","cast-cube","Cast Cube"
"780f8770-027b-11ed-8000-010000000000","ice-cube","Ice Cube"
"7813f440-027b-11ed-8000-010000000000","traffic-torus","Traffic Torus"
"781505b0-027b-11ed-8000-010000000000","ape-rhomboid","Ape Rhomboid"
"781bbc70-027b-11ed-8000-010000000000","cast-torus","Cast Torus"
"781cf4f0-027b-11ed-8000-010000000000","blood-torus","Blood Torus"
"7820c580-027b-11ed-8000-010000000000","blueberry-torus","Blueberry Torus"
"782c3730-027b-11ed-8000-010000000000","honeydew-torus","Honeydew Torus"
"78355ef0-027b-11ed-8000-010000000000","freez-torus","Freez Torus"
"78392f80-027b-11ed-8000-010000000000","grape-cube","Grape Cube"
"783c3cc0-027b-11ed-8000-010000000000","dragon-cube","Dragon Cube"
"78408280-027b-11ed-8000-010000000000","twinky-torus","Twinky Torus"
"7842f380-027b-11ed-8000-010000000000","lime-cube","Lime Cube"
"7848bfe0-027b-11ed-8000-010000000000","tweezers-torus","Tweezers Torus"
"784d05a0-027b-11ed-8000-010000000000","gummy-rhomboid","Gummy Rhomboid"
"784febd0-027b-11ed-8000-010000000000","blueberry-rhomboid","Blueberry Rhomboid"
"7854a6c0-027b-11ed-8000-010000000000","tweezers-cube","Tweezers Cube"
"78587750-027b-11ed-8000-010000000000","cappy-torus","Cappy Torus"
"785dce80-027b-11ed-8000-010000000000","gummy-torus","Gummy Torus"
"7864d360-027b-11ed-8000-010000000000","punch-rhomboid","Punch Rhomboid"
"78665a00-027b-11ed-8000-010000000000","peal-torus","Peal Torus"
"786bb130-027b-11ed-8000-010000000000","gold-rhomboid","Gold Rhomboid"
"7872dd20-027b-11ed-8000-010000000000","pitch-torus","Pitch Torus"
"7875c350-027b-11ed-8000-010000000000","ice-torus","Ice Torus"
"787a7e40-027b-11ed-8000-010000000000","dot-cube","Dot Cube"
"78874f80-027b-11ed-8000-010000000000","range-cube","Range Cube"
"7887ebc0-027b-11ed-8000-010000000000","slucky-cube","Slucky Cube"
"788e0640-027b-11ed-8000-010000000000","mango-cube","Mango Cube"
"78900210-027b-11ed-8000-010000000000","grape-torus","Grape Torus"
"78961c90-027b-11ed-8000-010000000000","candy-cube","Candy Cube"
"789afe90-027b-11ed-8000-010000000000","raspberry-cube","Raspberry Cube"
"78a5d400-027b-11ed-8000-010000000000","silver-cube","Silver Cube"
"78a7cfd0-027b-11ed-8000-010000000000","apple-cube","Apple Cube"
"78ad2700-027b-11ed-8000-010000000000","glitter-torus","Glitter Torus"
"78b53d50-027b-11ed-8000-010000000000","lime-torus","Lime Torus"
"78ba4660-027b-11ed-8000-010000000000","lava-torus","Lava Torus"
"78bda1c0-027b-11ed-8000-010000000000","slucky-torus","Slucky Torus"
"78c17250-027b-11ed-8000-010000000000","glitter-icosahedron","Glitter Icosahedron"
"78c78cd0-027b-11ed-8000-010000000000","jamun-rhomboid","Jamun Rhomboid"
"78c91370-027b-11ed-8000-010000000000","flummy-torus","Flummy Torus"
"78d855b0-027b-11ed-8000-010000000000","melon-cube","Melon Cube"
"78dd85d0-027b-11ed-8000-010000000000","dragon-rhomboid","Dragon Rhomboid"
"78e06c00-027b-11ed-8000-010000000000","apple-torus","Apple Torus"
"78ebddb0-027b-11ed-8000-010000000000","gold-torus","Gold Torus"
"78fa0e80-027b-11ed-8000-010000000000","jamun-cube","Jamun Cube"
"78fddf10-027b-11ed-8000-010000000000","lava-cube","Lava Cube"
"79061c70-027b-11ed-8000-010000000000","mango-torus","Mango Torus"
"791e3850-027b-11ed-8000-010000000000","swirl-torus","Swirl Torus"
"792bf3f0-027b-11ed-8000-010000000000","raspberry-icosahedron","Raspberry Icosahedron"
"792fc480-027b-11ed-8000-010000000000","traffic-rhomboid","Traffic Rhomboid"
"7932aab0-027b-11ed-8000-010000000000","lime-rhomboid","Lime Rhomboid"
"79543c70-027b-11ed-8000-010000000000","melon-icosahedron","Melon Icosahedron"
"795797d0-027b-11ed-8000-010000000000","banana-cube","Banana Cube"
"79655370-027b-11ed-8000-010000000000","pitch-rhomboid","Pitch Rhomboid"
"796f1770-027b-11ed-8000-010000000000","blood-cube","Blood Cube"
"7975ce30-027b-11ed-8000-010000000000","blood-icosahedron","Blood Icosahedron"
"7985acb0-027b-11ed-8000-010000000000","gummy-cube","Gummy Cube"
"798adcd0-027b-11ed-8000-010000000000","dot-torus","Dot Torus"
"798dc300-027b-11ed-8000-010000000000","silver-torus","Silver Torus"
"7997fc30-027b-11ed-8000-010000000000","dragon-torus","Dragon Torus"
"7a18c4f0-027b-11ed-8000-010000000000","raspberry-torus","Raspberry Torus"
"7a4a0e20-027b-11ed-8000-010000000000","punch-torus","Punch Torus"
"7a629f30-027b-11ed-8000-010000000000","flummy-cube","Flummy Cube"
"7a6d4d90-027b-11ed-8000-010000000000","swirl-cube","Swirl Cube"
"7a738f20-027b-11ed-8000-010000000000","honeydew-cube","Honeydew Cube"
"7aa7be80-027b-11ed-8000-010000000000","range-torus","Range Torus"
"7aaaa4b0-027b-11ed-8000-010000000000","melon-torus","Melon Torus"
"7aba8330-027b-11ed-8000-010000000000","fruits-torus","Fruits Torus"
"7ac30eb0-027b-11ed-8000-010000000000","mount-rhomboid","Mount Rhomboid"
"7af1bfd0-027b-11ed-8000-010000000000","silver-rhomboid","Silver Rhomboid"
"7b0ebdb0-027b-11ed-8000-010000000000","poka-torus","Poka Torus"
"7b76a740-027b-11ed-8000-010000000000","ape-torus","Ape Torus"
"7b7b8940-027b-11ed-8000-010000000000","jamun-torus","Jamun Torus"
"7b935700-027b-11ed-8000-010000000000","honeydew-icosahedron","Honeydew Icosahedron"
"7bc78660-027b-11ed-8000-010000000000","twinky-cube","Twinky Cube"
"7c52af60-027b-11ed-8000-010000000000","candy-torus","Candy Torus"
"7c64fee0-027b-11ed-8000-010000000000","pitch-icosahedron","Pitch Icosahedron"
"896e65e0-027b-11ed-8000-010000000000","pitch-cube","Pitch Cube"
"9a6dbf30-027b-11ed-8000-010000000000","blood-rhomboid","Blood Rhomboid"
"a1412ef0-027b-11ed-8000-010000000000","cast-rhomboid","Cast Rhomboid"
"b63b5c90-027b-11ed-8000-010000000000","iotabots","Iotabots"
"b8af90e0-027b-11ed-8000-010000000000","punch-cube","Punch Cube"
"bb653b00-027b-11ed-8000-010000000000","range-icosahedron","Range Icosahedron"
